race,annee,nb,nb_tot
Chien de montagne des pyrenees,1980,1095,14087
Chien de montagne des pyrenees,1985,792,14087
Chien de montagne des pyrenees,1990,827,14087
Chien de montagne des pyrenees,1995,606,14087
Chien de montagne des pyrenees,2000,408,14087
Chien de montagne des pyrenees,2005,377,14087
Chien de montagne des pyrenees,2006,389,14087
Chien de montagne des pyrenees,2007,411,14087
Chien de montagne des pyrenees,2008,509,14087
Chien de montagne des pyrenees,2009,434,14087
Chien de montagne des pyrenees,2010,592,14087
Chien de montagne des pyrenees,2011,443,14087
Chien de montagne des pyrenees,2012,507,14087
Chien de montagne des pyrenees,2013,554,14087
Chien de montagne des pyrenees,2014,550,14087
Chien de montagne des pyrenees,2015,602,14087
Chien de montagne des pyrenees,2016,476,14087
Chien de montagne des pyrenees,2017,458,14087
Chien de montagne des pyrenees,2018,476,14087
Chien de montagne des pyrenees,2019,472,14087
Chien de montagne des pyrenees,2020,448,14087
Chien de montagne des pyrenees,2021,676,14087
Chien de montagne des pyrenees,2022,554,14087
Chien de montagne des pyrenees,2023,486,14087
Terrier de boston,1970,18,14006
Terrier de boston,1975,15,14006
Terrier de boston,1980,37,14006
Terrier de boston,1985,32,14006
Terrier de boston,1990,43,14006
Terrier de boston,1995,62,14006
Terrier de boston,2000,164,14006
Terrier de boston,2005,279,14006
Terrier de boston,2006,276,14006
Terrier de boston,2007,281,14006
Terrier de boston,2008,360,14006
Terrier de boston,2009,335,14006
Terrier de boston,2010,401,14006
Terrier de boston,2011,465,14006
Terrier de boston,2012,472,14006
Terrier de boston,2013,645,14006
Terrier de boston,2014,681,14006
Terrier de boston,2015,846,14006
Terrier de boston,2016,959,14006
Terrier de boston,2017,972,14006
Terrier de boston,2018,1041,14006
Terrier de boston,2019,1121,14006
Terrier de boston,2020,1069,14006
Terrier de boston,2021,1340,14006
Terrier de boston,2022,1159,14006
Terrier de boston,2023,933,14006
Terrier ecossais,1970,174,13451
Terrier ecossais,1975,286,13451
Terrier ecossais,1980,237,13451
Terrier ecossais,1985,312,13451
Terrier ecossais,1990,585,13451
Terrier ecossais,1995,597,13451
Terrier ecossais,2000,874,13451
Terrier ecossais,2005,741,13451
Terrier ecossais,2006,703,13451
Terrier ecossais,2007,748,13451
Terrier ecossais,2008,735,13451
Terrier ecossais,2009,641,13451
Terrier ecossais,2010,599,13451
Terrier ecossais,2011,615,13451
Terrier ecossais,2012,511,13451
Terrier ecossais,2013,575,13451
Terrier ecossais,2014,489,13451
Terrier ecossais,2015,419,13451
Terrier ecossais,2016,493,13451
Terrier ecossais,2017,446,13451
Terrier ecossais,2018,475,13451
Terrier ecossais,2019,441,13451
Terrier ecossais,2020,423,13451
Terrier ecossais,2021,533,13451
Terrier ecossais,2022,391,13451
Terrier ecossais,2023,408,13451
Gascon saintongeois,1970,0,13139
Gascon saintongeois,1975,12,13139
Gascon saintongeois,1980,49,13139
Gascon saintongeois,1985,69,13139
Gascon saintongeois,1990,164,13139
Gascon saintongeois,1995,303,13139
Gascon saintongeois,2000,265,13139
Gascon saintongeois,2005,253,13139
Gascon saintongeois,2006,269,13139
Gascon saintongeois,2007,414,13139
Gascon saintongeois,2008,528,13139
Gascon saintongeois,2009,515,13139
Gascon saintongeois,2010,582,13139
Gascon saintongeois,2011,530,13139
Gascon saintongeois,2012,594,13139
Gascon saintongeois,2013,658,13139
Gascon saintongeois,2014,738,13139
Gascon saintongeois,2015,728,13139
Gascon saintongeois,2016,806,13139
Gascon saintongeois,2017,817,13139
Gascon saintongeois,2018,875,13139
Gascon saintongeois,2019,843,13139
Gascon saintongeois,2020,733,13139
Gascon saintongeois,2021,752,13139
Gascon saintongeois,2022,792,13139
Gascon saintongeois,2023,850,13139
Cocker spaniel americain,1970,25,12840
Cocker spaniel americain,1975,146,12840
Cocker spaniel americain,1980,425,12840
Cocker spaniel americain,1985,423,12840
Cocker spaniel americain,1990,601,12840
Cocker spaniel americain,1995,617,12840
Cocker spaniel americain,2000,612,12840
Cocker spaniel americain,2005,689,12840
Cocker spaniel americain,2006,671,12840
Cocker spaniel americain,2007,771,12840
Cocker spaniel americain,2008,749,12840
Cocker spaniel americain,2009,767,12840
Cocker spaniel americain,2010,650,12840
Cocker spaniel americain,2011,630,12840
Cocker spaniel americain,2012,601,12840
Cocker spaniel americain,2013,615,12840
Cocker spaniel americain,2014,477,12840
Cocker spaniel americain,2015,410,12840
Cocker spaniel americain,2016,353,12840
Cocker spaniel americain,2017,424,12840
Cocker spaniel americain,2018,336,12840
Cocker spaniel americain,2019,319,12840
Cocker spaniel americain,2020,371,12840
Cocker spaniel americain,2021,449,12840
Cocker spaniel americain,2022,366,12840
Cocker spaniel americain,2023,343,12840
Epagneul francais,1970,495,12739
Epagneul francais,1975,709,12739
Epagneul francais,1980,630,12739
Epagneul francais,1985,597,12739
Epagneul francais,1990,576,12739
Epagneul francais,1995,681,12739
Epagneul francais,2000,513,12739
Epagneul francais,2005,632,12739
Epagneul francais,2006,555,12739
Epagneul francais,2007,577,12739
Epagneul francais,2008,559,12739
Epagneul francais,2009,565,12739
Epagneul francais,2010,478,12739
Epagneul francais,2011,426,12739
Epagneul francais,2012,532,12739
Epagneul francais,2013,414,12739
Epagneul francais,2014,432,12739
Epagneul francais,2015,386,12739
Epagneul francais,2016,387,12739
Epagneul francais,2017,399,12739
Epagneul francais,2018,340,12739
Epagneul francais,2019,383,12739
Epagneul francais,2020,350,12739
Epagneul francais,2021,461,12739
Epagneul francais,2022,356,12739
Epagneul francais,2023,306,12739
Epagneul nain continental,1970,96,12320
Epagneul nain continental,1975,67,12320
Epagneul nain continental,1980,162,12320
Epagneul nain continental,1985,159,12320
Epagneul nain continental,1990,387,12320
Epagneul nain continental,1995,348,12320
Epagneul nain continental,2000,273,12320
Epagneul nain continental,2005,358,12320
Epagneul nain continental,2006,469,12320
Epagneul nain continental,2007,463,12320
Epagneul nain continental,2008,625,12320
Epagneul nain continental,2009,555,12320
Epagneul nain continental,2010,707,12320
Epagneul nain continental,2011,576,12320
Epagneul nain continental,2012,603,12320
Epagneul nain continental,2013,575,12320
Epagneul nain continental,2014,563,12320
Epagneul nain continental,2015,584,12320
Epagneul nain continental,2016,533,12320
Epagneul nain continental,2017,581,12320
Epagneul nain continental,2018,583,12320
Epagneul nain continental,2019,518,12320
Epagneul nain continental,2020,587,12320
Epagneul nain continental,2021,643,12320
Epagneul nain continental,2022,703,12320
Epagneul nain continental,2023,602,12320
Bearded collie,1970,0,12135
Bearded collie,1975,0,12135
Bearded collie,1980,149,12135
Bearded collie,1985,699,12135
Bearded collie,1990,1987,12135
Bearded collie,1995,716,12135
Bearded collie,2000,716,12135
Bearded collie,2005,529,12135
Bearded collie,2006,469,12135
Bearded collie,2007,591,12135
Bearded collie,2008,512,12135
Bearded collie,2009,528,12135
Bearded collie,2010,503,12135
Bearded collie,2011,452,12135
Bearded collie,2012,478,12135
Bearded collie,2013,316,12135
Bearded collie,2014,400,12135
Bearded collie,2015,368,12135
Bearded collie,2016,395,12135
Bearded collie,2017,369,12135
Bearded collie,2018,320,12135
Bearded collie,2019,350,12135
Bearded collie,2020,300,12135
Bearded collie,2021,323,12135
Bearded collie,2022,367,12135
Bearded collie,2023,298,12135
Bichon havanais,1970,0,12089
Bichon havanais,1975,0,12089
Bichon havanais,1980,0,12089
Bichon havanais,1985,0,12089
Bichon havanais,1990,67,12089
Bichon havanais,1995,131,12089
Bichon havanais,2000,104,12089
Bichon havanais,2005,143,12089
Bichon havanais,2006,135,12089
Bichon havanais,2007,254,12089
Bichon havanais,2008,203,12089
Bichon havanais,2009,264,12089
Bichon havanais,2010,443,12089
Bichon havanais,2011,560,12089
Bichon havanais,2012,649,12089
Bichon havanais,2013,589,12089
Bichon havanais,2014,713,12089
Bichon havanais,2015,664,12089
Bichon havanais,2016,688,12089
Bichon havanais,2017,819,12089
Bichon havanais,2018,768,12089
Bichon havanais,2019,813,12089
Bichon havanais,2020,938,12089
Bichon havanais,2021,1056,12089
Bichon havanais,2022,923,12089
Bichon havanais,2023,1165,12089
Ariegeois,1970,0,11776
Ariegeois,1975,30,11776
Ariegeois,1980,78,11776
Ariegeois,1985,118,11776
Ariegeois,1990,245,11776
Ariegeois,1995,426,11776
Ariegeois,2000,447,11776
Ariegeois,2005,584,11776
Ariegeois,2006,637,11776
Ariegeois,2007,678,11776
Ariegeois,2008,658,11776
Ariegeois,2009,672,11776
Ariegeois,2010,590,11776
Ariegeois,2011,520,11776
Ariegeois,2012,700,11776
Ariegeois,2013,648,11776
Ariegeois,2014,591,11776
Ariegeois,2015,601,11776
Ariegeois,2016,617,11776
Ariegeois,2017,623,11776
Ariegeois,2018,573,11776
Ariegeois,2019,430,11776
Ariegeois,2020,377,11776
Ariegeois,2021,381,11776
Ariegeois,2022,296,11776
Ariegeois,2023,256,11776
Fox terrier poil lisse,1970,502,11455
Fox terrier poil lisse,1975,559,11455
Fox terrier poil lisse,1980,521,11455
Fox terrier poil lisse,1985,463,11455
Fox terrier poil lisse,1990,466,11455
Fox terrier poil lisse,1995,465,11455
Fox terrier poil lisse,2000,511,11455
Fox terrier poil lisse,2005,529,11455
Fox terrier poil lisse,2006,628,11455
Fox terrier poil lisse,2007,407,11455
Fox terrier poil lisse,2008,657,11455
Fox terrier poil lisse,2009,547,11455
Fox terrier poil lisse,2010,606,11455
Fox terrier poil lisse,2011,476,11455
Fox terrier poil lisse,2012,526,11455
Fox terrier poil lisse,2013,463,11455
Fox terrier poil lisse,2014,409,11455
Fox terrier poil lisse,2015,378,11455
Fox terrier poil lisse,2016,324,11455
Fox terrier poil lisse,2017,333,11455
Fox terrier poil lisse,2018,302,11455
Fox terrier poil lisse,2019,278,11455
Fox terrier poil lisse,2020,295,11455
Fox terrier poil lisse,2021,305,11455
Fox terrier poil lisse,2022,257,11455
Fox terrier poil lisse,2023,248,11455
Beagle-harrier,1970,0,11306
Beagle-harrier,1975,185,11306
Beagle-harrier,1980,308,11306
Beagle-harrier,1985,414,11306
Beagle-harrier,1990,602,11306
Beagle-harrier,1995,544,11306
Beagle-harrier,2000,416,11306
Beagle-harrier,2005,518,11306
Beagle-harrier,2006,520,11306
Beagle-harrier,2007,573,11306
Beagle-harrier,2008,496,11306
Beagle-harrier,2009,453,11306
Beagle-harrier,2010,525,11306
Beagle-harrier,2011,609,11306
Beagle-harrier,2012,427,11306
Beagle-harrier,2013,412,11306
Beagle-harrier,2014,456,11306
Beagle-harrier,2015,439,11306
Beagle-harrier,2016,369,11306
Beagle-harrier,2017,540,11306
Beagle-harrier,2018,441,11306
Beagle-harrier,2019,367,11306
Beagle-harrier,2020,386,11306
Beagle-harrier,2021,494,11306
Beagle-harrier,2022,414,11306
Beagle-harrier,2023,398,11306
Porcelaine,1970,0,11083
Porcelaine,1975,44,11083
Porcelaine,1980,194,11083
Porcelaine,1985,301,11083
Porcelaine,1990,377,11083
Porcelaine,1995,340,11083
Porcelaine,2000,390,11083
Porcelaine,2005,432,11083
Porcelaine,2006,339,11083
Porcelaine,2007,557,11083
Porcelaine,2008,487,11083
Porcelaine,2009,473,11083
Porcelaine,2010,475,11083
Porcelaine,2011,499,11083
Porcelaine,2012,497,11083
Porcelaine,2013,426,11083
Porcelaine,2014,484,11083
Porcelaine,2015,448,11083
Porcelaine,2016,474,11083
Porcelaine,2017,590,11083
Porcelaine,2018,614,11083
Porcelaine,2019,491,11083
Porcelaine,2020,520,11083
Porcelaine,2021,564,11083
Porcelaine,2022,544,11083
Porcelaine,2023,523,11083
Berger hollandais,1970,0,10992
Berger hollandais,1975,0,10992
Berger hollandais,1980,0,10992
Berger hollandais,1985,0,10992
Berger hollandais,1990,28,10992
Berger hollandais,1995,53,10992
Berger hollandais,2000,96,10992
Berger hollandais,2005,112,10992
Berger hollandais,2006,152,10992
Berger hollandais,2007,168,10992
Berger hollandais,2008,234,10992
Berger hollandais,2009,230,10992
Berger hollandais,2010,315,10992
Berger hollandais,2011,367,10992
Berger hollandais,2012,437,10992
Berger hollandais,2013,499,10992
Berger hollandais,2014,665,10992
Berger hollandais,2015,574,10992
Berger hollandais,2016,733,10992
Berger hollandais,2017,815,10992
Berger hollandais,2018,758,10992
Berger hollandais,2019,757,10992
Berger hollandais,2020,1021,10992
Berger hollandais,2021,941,10992
Berger hollandais,2022,1188,10992
Berger hollandais,2023,849,10992
Epagneul tibetain,1970,0,10763
Epagneul tibetain,1975,0,10763
Epagneul tibetain,1980,4,10763
Epagneul tibetain,1985,59,10763
Epagneul tibetain,1990,138,10763
Epagneul tibetain,1995,199,10763
Epagneul tibetain,2000,238,10763
Epagneul tibetain,2005,291,10763
Epagneul tibetain,2006,293,10763
Epagneul tibetain,2007,403,10763
Epagneul tibetain,2008,405,10763
Epagneul tibetain,2009,424,10763
Epagneul tibetain,2010,432,10763
Epagneul tibetain,2011,670,10763
Epagneul tibetain,2012,540,10763
Epagneul tibetain,2013,614,10763
Epagneul tibetain,2014,667,10763
Epagneul tibetain,2015,610,10763
Epagneul tibetain,2016,691,10763
Epagneul tibetain,2017,660,10763
Epagneul tibetain,2018,627,10763
Epagneul tibetain,2019,609,10763
Epagneul tibetain,2020,578,10763
Epagneul tibetain,2021,555,10763
Epagneul tibetain,2022,615,10763
Epagneul tibetain,2023,441,10763
Bouvier des flandres,1970,276,10211
Bouvier des flandres,1975,483,10211
Bouvier des flandres,1980,758,10211
Bouvier des flandres,1985,631,10211
Bouvier des flandres,1990,718,10211
Bouvier des flandres,1995,559,10211
Bouvier des flandres,2000,574,10211
Bouvier des flandres,2005,455,10211
Bouvier des flandres,2006,388,10211
Bouvier des flandres,2007,447,10211
Bouvier des flandres,2008,408,10211
Bouvier des flandres,2009,407,10211
Bouvier des flandres,2010,438,10211
Bouvier des flandres,2011,385,10211
Bouvier des flandres,2012,402,10211
Bouvier des flandres,2013,309,10211
Bouvier des flandres,2014,378,10211
Bouvier des flandres,2015,246,10211
Bouvier des flandres,2016,333,10211
Bouvier des flandres,2017,285,10211
Bouvier des flandres,2018,290,10211
Bouvier des flandres,2019,240,10211
Bouvier des flandres,2020,202,10211
Bouvier des flandres,2021,233,10211
Bouvier des flandres,2022,196,10211
Bouvier des flandres,2023,170,10211
Schnauzer nain,1970,236,10201
Schnauzer nain,1975,224,10201
Schnauzer nain,1980,263,10201
Schnauzer nain,1985,336,10201
Schnauzer nain,1990,460,10201
Schnauzer nain,1995,375,10201
Schnauzer nain,2000,418,10201
Schnauzer nain,2005,369,10201
Schnauzer nain,2006,459,10201
Schnauzer nain,2007,485,10201
Schnauzer nain,2008,433,10201
Schnauzer nain,2009,460,10201
Schnauzer nain,2010,416,10201
Schnauzer nain,2011,429,10201
Schnauzer nain,2012,421,10201
Schnauzer nain,2013,421,10201
Schnauzer nain,2014,338,10201
Schnauzer nain,2015,401,10201
Schnauzer nain,2016,359,10201
Schnauzer nain,2017,402,10201
Schnauzer nain,2018,360,10201
Schnauzer nain,2019,406,10201
Schnauzer nain,2020,352,10201
Schnauzer nain,2021,463,10201
Schnauzer nain,2022,464,10201
Schnauzer nain,2023,451,10201
Malamute de l'alaska,1970,0,9683
Malamute de l'alaska,1975,1,9683
Malamute de l'alaska,1980,117,9683
Malamute de l'alaska,1985,212,9683
Malamute de l'alaska,1990,356,9683
Malamute de l'alaska,1995,192,9683
Malamute de l'alaska,2000,182,9683
Malamute de l'alaska,2005,167,9683
Malamute de l'alaska,2006,224,9683
Malamute de l'alaska,2007,231,9683
Malamute de l'alaska,2008,223,9683
Malamute de l'alaska,2009,356,9683
Malamute de l'alaska,2010,413,9683
Malamute de l'alaska,2011,386,9683
Malamute de l'alaska,2012,498,9683
Malamute de l'alaska,2013,545,9683
Malamute de l'alaska,2014,532,9683
Malamute de l'alaska,2015,479,9683
Malamute de l'alaska,2016,595,9683
Malamute de l'alaska,2017,584,9683
Malamute de l'alaska,2018,519,9683
Malamute de l'alaska,2019,625,9683
Malamute de l'alaska,2020,554,9683
Malamute de l'alaska,2021,612,9683
Malamute de l'alaska,2022,574,9683
Malamute de l'alaska,2023,506,9683
Chien de berger anglais ancestral,1970,0,9132
Chien de berger anglais ancestral,1975,27,9132
Chien de berger anglais ancestral,1980,495,9132
Chien de berger anglais ancestral,1985,2168,9132
Chien de berger anglais ancestral,1990,1568,9132
Chien de berger anglais ancestral,1995,542,9132
Chien de berger anglais ancestral,2000,200,9132
Chien de berger anglais ancestral,2005,221,9132
Chien de berger anglais ancestral,2006,171,9132
Chien de berger anglais ancestral,2007,183,9132
Chien de berger anglais ancestral,2008,232,9132
Chien de berger anglais ancestral,2009,230,9132
Chien de berger anglais ancestral,2010,209,9132
Chien de berger anglais ancestral,2011,291,9132
Chien de berger anglais ancestral,2012,311,9132
Chien de berger anglais ancestral,2013,212,9132
Chien de berger anglais ancestral,2014,252,9132
Chien de berger anglais ancestral,2015,274,9132
Chien de berger anglais ancestral,2016,253,9132
Chien de berger anglais ancestral,2017,248,9132
Chien de berger anglais ancestral,2018,209,9132
Chien de berger anglais ancestral,2019,186,9132
Chien de berger anglais ancestral,2020,153,9132
Chien de berger anglais ancestral,2021,165,9132
Chien de berger anglais ancestral,2022,173,9132
Chien de berger anglais ancestral,2023,159,9132
Basset artesien normand,1970,562,8965
Basset artesien normand,1975,1200,8965
Basset artesien normand,1980,1105,8965
Basset artesien normand,1985,867,8965
Basset artesien normand,1990,692,8965
Basset artesien normand,1995,414,8965
Basset artesien normand,2000,335,8965
Basset artesien normand,2005,215,8965
Basset artesien normand,2006,173,8965
Basset artesien normand,2007,273,8965
Basset artesien normand,2008,265,8965
Basset artesien normand,2009,205,8965
Basset artesien normand,2010,290,8965
Basset artesien normand,2011,222,8965
Basset artesien normand,2012,216,8965
Basset artesien normand,2013,211,8965
Basset artesien normand,2014,214,8965
Basset artesien normand,2015,171,8965
Basset artesien normand,2016,185,8965
Basset artesien normand,2017,158,8965
Basset artesien normand,2018,207,8965
Basset artesien normand,2019,148,8965
Basset artesien normand,2020,171,8965
Basset artesien normand,2021,182,8965
Basset artesien normand,2022,136,8965
Basset artesien normand,2023,148,8965
Bruno saint-hubert francais,1970,238,8908
Bruno saint-hubert francais,1975,576,8908
Bruno saint-hubert francais,1980,447,8908
Bruno saint-hubert francais,1985,501,8908
Bruno saint-hubert francais,1990,453,8908
Bruno saint-hubert francais,1995,576,8908
Bruno saint-hubert francais,2000,492,8908
Bruno saint-hubert francais,2005,103,8908
Bruno saint-hubert francais,2006,453,8908
Bruno saint-hubert francais,2007,589,8908
Bruno saint-hubert francais,2008,540,8908
Bruno saint-hubert francais,2009,564,8908
Bruno saint-hubert francais,2010,570,8908
Bruno saint-hubert francais,2011,430,8908
Bruno saint-hubert francais,2012,176,8908
Bruno saint-hubert francais,2013,181,8908
Bruno saint-hubert francais,2014,133,8908
Bruno saint-hubert francais,2015,202,8908
Bruno saint-hubert francais,2016,193,8908
Bruno saint-hubert francais,2017,211,8908
Bruno saint-hubert francais,2018,219,8908
Bruno saint-hubert francais,2019,233,8908
Bruno saint-hubert francais,2020,176,8908
Bruno saint-hubert francais,2021,283,8908
Bruno saint-hubert francais,2022,183,8908
Bruno saint-hubert francais,2023,186,8908
Petit levrier italien,1970,66,8904
Petit levrier italien,1975,114,8904
Petit levrier italien,1980,165,8904
Petit levrier italien,1985,164,8904
Petit levrier italien,1990,202,8904
Petit levrier italien,1995,206,8904
Petit levrier italien,2000,183,8904
Petit levrier italien,2005,214,8904
Petit levrier italien,2006,218,8904
Petit levrier italien,2007,310,8904
Petit levrier italien,2008,299,8904
Petit levrier italien,2009,429,8904
Petit levrier italien,2010,340,8904
Petit levrier italien,2011,438,8904
Petit levrier italien,2012,377,8904
Petit levrier italien,2013,417,8904
Petit levrier italien,2014,370,8904
Petit levrier italien,2015,423,8904
Petit levrier italien,2016,458,8904
Petit levrier italien,2017,437,8904
Petit levrier italien,2018,440,8904
Petit levrier italien,2019,481,8904
Petit levrier italien,2020,525,8904
Petit levrier italien,2021,589,8904
Petit levrier italien,2022,523,8904
Petit levrier italien,2023,516,8904
Braque d auvergne,1970,294,8694
Braque d auvergne,1975,484,8694
Braque d auvergne,1980,339,8694
Braque d auvergne,1985,400,8694
Braque d auvergne,1990,466,8694
Braque d auvergne,1995,392,8694
Braque d auvergne,2000,354,8694
Braque d auvergne,2005,278,8694
Braque d auvergne,2006,294,8694
Braque d auvergne,2007,347,8694
Braque d auvergne,2008,304,8694
Braque d auvergne,2009,361,8694
Braque d auvergne,2010,364,8694
Braque d auvergne,2011,368,8694
Braque d auvergne,2012,301,8694
Braque d auvergne,2013,353,8694
Braque d auvergne,2014,301,8694
Braque d auvergne,2015,364,8694
Braque d auvergne,2016,309,8694
Braque d auvergne,2017,355,8694
Braque d auvergne,2018,342,8694
Braque d auvergne,2019,340,8694
Braque d auvergne,2020,306,8694
Braque d auvergne,2021,239,8694
Braque d auvergne,2022,210,8694
Braque d auvergne,2023,229,8694
Petit basset griffon vendeen,1970,114,8376
Petit basset griffon vendeen,1975,495,8376
Petit basset griffon vendeen,1980,474,8376
Petit basset griffon vendeen,1985,502,8376
Petit basset griffon vendeen,1990,590,8376
Petit basset griffon vendeen,1995,496,8376
Petit basset griffon vendeen,2000,409,8376
Petit basset griffon vendeen,2005,364,8376
Petit basset griffon vendeen,2006,350,8376
Petit basset griffon vendeen,2007,391,8376
Petit basset griffon vendeen,2008,304,8376
Petit basset griffon vendeen,2009,454,8376
Petit basset griffon vendeen,2010,317,8376
Petit basset griffon vendeen,2011,340,8376
Petit basset griffon vendeen,2012,272,8376
Petit basset griffon vendeen,2013,276,8376
Petit basset griffon vendeen,2014,239,8376
Petit basset griffon vendeen,2015,229,8376
Petit basset griffon vendeen,2016,231,8376
Petit basset griffon vendeen,2017,195,8376
Petit basset griffon vendeen,2018,243,8376
Petit basset griffon vendeen,2019,205,8376
Petit basset griffon vendeen,2020,195,8376
Petit basset griffon vendeen,2021,257,8376
Petit basset griffon vendeen,2022,277,8376
Petit basset griffon vendeen,2023,157,8376
Petit bleu de gascogne,1970,0,8343
Petit bleu de gascogne,1975,8,8343
Petit bleu de gascogne,1980,48,8343
Petit bleu de gascogne,1985,105,8343
Petit bleu de gascogne,1990,209,8343
Petit bleu de gascogne,1995,464,8343
Petit bleu de gascogne,2000,443,8343
Petit bleu de gascogne,2005,560,8343
Petit bleu de gascogne,2006,429,8343
Petit bleu de gascogne,2007,490,8343
Petit bleu de gascogne,2008,499,8343
Petit bleu de gascogne,2009,333,8343
Petit bleu de gascogne,2010,427,8343
Petit bleu de gascogne,2011,324,8343
Petit bleu de gascogne,2012,354,8343
Petit bleu de gascogne,2013,330,8343
Petit bleu de gascogne,2014,390,8343
Petit bleu de gascogne,2015,353,8343
Petit bleu de gascogne,2016,363,8343
Petit bleu de gascogne,2017,268,8343
Petit bleu de gascogne,2018,356,8343
Petit bleu de gascogne,2019,348,8343
Petit bleu de gascogne,2020,330,8343
Petit bleu de gascogne,2021,314,8343
Petit bleu de gascogne,2022,311,8343
Petit bleu de gascogne,2023,287,8343
Welsh corgi pembroke,1970,10,8110
Welsh corgi pembroke,1975,38,8110
Welsh corgi pembroke,1980,39,8110
Welsh corgi pembroke,1985,49,8110
Welsh corgi pembroke,1990,82,8110
Welsh corgi pembroke,1995,70,8110
Welsh corgi pembroke,2000,50,8110
Welsh corgi pembroke,2005,86,8110
Welsh corgi pembroke,2006,60,8110
Welsh corgi pembroke,2007,0,8110
Welsh corgi pembroke,2008,101,8110
Welsh corgi pembroke,2009,185,8110
Welsh corgi pembroke,2010,102,8110
Welsh corgi pembroke,2011,146,8110
Welsh corgi pembroke,2012,135,8110
Welsh corgi pembroke,2013,145,8110
Welsh corgi pembroke,2014,222,8110
Welsh corgi pembroke,2015,240,8110
Welsh corgi pembroke,2016,322,8110
Welsh corgi pembroke,2017,440,8110
Welsh corgi pembroke,2018,474,8110
Welsh corgi pembroke,2019,666,8110
Welsh corgi pembroke,2020,785,8110
Welsh corgi pembroke,2021,1010,8110
Welsh corgi pembroke,2022,1184,8110
Welsh corgi pembroke,2023,1469,8110
Griffon fauve de bretagne,1970,0,8033
Griffon fauve de bretagne,1975,1,8033
Griffon fauve de bretagne,1980,80,8033
Griffon fauve de bretagne,1985,194,8033
Griffon fauve de bretagne,1990,225,8033
Griffon fauve de bretagne,1995,310,8033
Griffon fauve de bretagne,2000,320,8033
Griffon fauve de bretagne,2005,406,8033
Griffon fauve de bretagne,2006,396,8033
Griffon fauve de bretagne,2007,389,8033
Griffon fauve de bretagne,2008,375,8033
Griffon fauve de bretagne,2009,426,8033
Griffon fauve de bretagne,2010,380,8033
Griffon fauve de bretagne,2011,371,8033
Griffon fauve de bretagne,2012,393,8033
Griffon fauve de bretagne,2013,340,8033
Griffon fauve de bretagne,2014,388,8033
Griffon fauve de bretagne,2015,354,8033
Griffon fauve de bretagne,2016,396,8033
Griffon fauve de bretagne,2017,378,8033
Griffon fauve de bretagne,2018,345,8033
Griffon fauve de bretagne,2019,307,8033
Griffon fauve de bretagne,2020,329,8033
Griffon fauve de bretagne,2021,380,8033
Griffon fauve de bretagne,2022,254,8033
Griffon fauve de bretagne,2023,296,8033
Airedale terrier,1970,160,7971
Airedale terrier,1975,420,7971
Airedale terrier,1980,717,7971
Airedale terrier,1985,773,7971
Airedale terrier,1990,684,7971
Airedale terrier,1995,403,7971
Airedale terrier,2000,289,7971
Airedale terrier,2005,340,7971
Airedale terrier,2006,308,7971
Airedale terrier,2007,322,7971
Airedale terrier,2008,302,7971
Airedale terrier,2009,252,7971
Airedale terrier,2010,232,7971
Airedale terrier,2011,252,7971
Airedale terrier,2012,158,7971
Airedale terrier,2013,272,7971
Airedale terrier,2014,214,7971
Airedale terrier,2015,181,7971
Airedale terrier,2016,228,7971
Airedale terrier,2017,205,7971
Airedale terrier,2018,157,7971
Airedale terrier,2019,167,7971
Airedale terrier,2020,205,7971
Airedale terrier,2021,230,7971
Airedale terrier,2022,271,7971
Airedale terrier,2023,229,7971
Chien d'eau romagnol,1970,0,7947
Chien d'eau romagnol,1975,0,7947
Chien d'eau romagnol,1980,0,7947
Chien d'eau romagnol,1985,0,7947
Chien d'eau romagnol,1990,0,7947
Chien d'eau romagnol,1995,0,7947
Chien d'eau romagnol,2000,0,7947
Chien d'eau romagnol,2005,52,7947
Chien d'eau romagnol,2006,120,7947
Chien d'eau romagnol,2007,201,7947
Chien d'eau romagnol,2008,244,7947
Chien d'eau romagnol,2009,335,7947
Chien d'eau romagnol,2010,305,7947
Chien d'eau romagnol,2011,363,7947
Chien d'eau romagnol,2012,417,7947
Chien d'eau romagnol,2013,363,7947
Chien d'eau romagnol,2014,515,7947
Chien d'eau romagnol,2015,430,7947
Chien d'eau romagnol,2016,461,7947
Chien d'eau romagnol,2017,528,7947
Chien d'eau romagnol,2018,489,7947
Chien d'eau romagnol,2019,503,7947
Chien d'eau romagnol,2020,596,7947
Chien d'eau romagnol,2021,673,7947
Chien d'eau romagnol,2022,710,7947
Chien d'eau romagnol,2023,642,7947
Chien de rhodesie a crete dorsale,1970,0,7602
Chien de rhodesie a crete dorsale,1975,1,7602
Chien de rhodesie a crete dorsale,1980,0,7602
Chien de rhodesie a crete dorsale,1985,31,7602
Chien de rhodesie a crete dorsale,1990,34,7602
Chien de rhodesie a crete dorsale,1995,46,7602
Chien de rhodesie a crete dorsale,2000,173,7602
Chien de rhodesie a crete dorsale,2005,156,7602
Chien de rhodesie a crete dorsale,2006,126,7602
Chien de rhodesie a crete dorsale,2007,136,7602
Chien de rhodesie a crete dorsale,2008,209,7602
Chien de rhodesie a crete dorsale,2009,213,7602
Chien de rhodesie a crete dorsale,2010,284,7602
Chien de rhodesie a crete dorsale,2011,332,7602
Chien de rhodesie a crete dorsale,2012,216,7602
